"","player","team","position","headshot_url","season","source","rec_yds_line","rec_yds_over_price","rec_yds_under_price","rec_tds_line","rec_tds_over_price","rec_tds_under_price","rush_yds_line","rush_yds_over_price","rush_yds_under_price","rush_tds_line","rush_tds_over_price","rush_tds_under_price","pass_yds_line","pass_yds_over_price","pass_yds_under_price","pass_tds_line","pass_tds_over_price","pass_tds_under_price","rush_yds_expected","rush_tds_expected","rec_yds_expected","rec_tds_expected","pass_yds_expected","pass_tds_expected","implied_fantasy_points","date"
"78","Trey McBride","ARI","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vd7av3vdfs6q7ncjogac","2025-26","FanDuel",900.5,-114,-114,4.5,-136,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.411214953271,4.86155395200537,NA,NA,125.110445207359,2025-08-09
"79","Zay Flowers","BAL","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oidhqwg0fjvanyk57nc1","2025-26","FanDuel",900.5,-114,-114,4.5,-132,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.411214953271,4.8448275862069,NA,NA,125.010087012568,2025-08-09
"80","DAndre Swift","CHI","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo","2025-26","FanDuel",NA,NA,NA,NA,NA,NA,800.5,-114,-114,5.5,124,-172,NA,NA,NA,NA,NA,NA,852.869158878505,5.84033613445378,NA,NA,NA,NA,120.328932694573,2025-08-09
"81","Brian Robinson","WAS","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/gxcfbuvmooytbn45kvxf","2025-26","FanDuel",NA,NA,NA,NA,NA,NA,725.5,-114,-114,6.5,-130,-102,NA,NA,NA,NA,NA,NA,772.96261682243,6.98622470942746,NA,NA,NA,NA,119.213609938808,2025-08-09
"82","Tetairoa McMillan","CAR","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hokqp6gl5xujtlqwecg8","2025-26","FanDuel",825.5,-114,-114,4.5,-148,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.504672897196,4.87066342057212,NA,NA,117.174447813152,2025-08-09
"83","Sam LaPorta","DET","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfcy3taaoage00rrl0cc","2025-26","FanDuel",675.5,-114,-114,6.5,-102,-130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.691588785047,6.92595781317262,NA,NA,113.52490575754,2025-08-09
"84","Stefon Diggs","NE","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln","2025-26","FanDuel",775.5,-114,-114,4.5,-140,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826.233644859813,4.8584142394822,NA,NA,111.773849922875,2025-08-09
"85","Alvin Kamara","NO","RB","https://static.www.nfl.com/image/private/f_auto,q_auto/league/tl9enad6kiwv6cukf4vt","2025-26","FanDuel",NA,NA,NA,NA,NA,NA,775.5,-114,-114,4.5,-114,-114,NA,NA,NA,NA,NA,NA,826.233644859813,4.79439252336449,NA,NA,NA,NA,111.389719626168,2025-08-09
"86","Travis Hunter","JAX","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/apfzii6u8pwj9ntvyfkk","2025-26","FanDuel",750.5,-114,-114,4.5,-106,-128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799.598130841121,4.8184295690683,NA,NA,108.870390498522,2025-08-09
"87","Cooper Kupp","SEA","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/x9j9tudojsexixxu5gsw","2025-26","FanDuel",675.5,-114,-114,5.5,116,-154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.691588785047,5.8092738407699,NA,NA,106.824801923124,2025-08-09
"88","Travis Kelce","KC","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebc5j60djpinc9elvlc5","2025-26","FanDuel",675.5,-114,-114,4.5,-148,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.691588785047,4.87066342057212,NA,NA,101.193139401937,2025-08-09
"89","Aaron Jones","MIN","RB","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bktkfvgfwujkdbzkcfim","2025-26","FanDuel",NA,NA,NA,NA,NA,NA,725.5,-114,-114,3.5,-130,-102,NA,NA,NA,NA,NA,NA,772.96261682243,3.77572105036591,NA,NA,NA,NA,99.9505879844384,2025-08-09
"90","Jerry Jeudy","CLE","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szca1v9butuqkjs7ekpm","2025-26","FanDuel",900.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.411214953271,NA,NA,NA,95.9411214953271,2025-08-09
"91","Mark Andrews","BAL","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y5maejm3puruskwc344y","2025-26","FanDuel",550.5,-114,-114,5.5,-136,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.514018691589,5.93287464339654,NA,NA,94.2486497295381,2025-08-09
"92","Jakobi Meyers","LV","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lvtrni5hwbcslky9t1rz","2025-26","FanDuel",825.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,879.504672897196,NA,NA,NA,87.9504672897196,2025-08-09
"93","Kyle Pitts","ATL","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tbec213me3pszzszecqo","2025-26","FanDuel",525.5,-114,-114,3.5,-128,-106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559.878504672897,3.78930335547607,NA,NA,78.7236706001461,2025-08-09
"94","Deebo Samuel","WAS","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/shqoqpjwwoiexzy6cmgb","2025-26","FanDuel",700.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746.327102803738,NA,NA,NA,74.6327102803738,2025-08-09
"95","Jayden Reed","GB","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blh2tfg9qjthqo2g6ot4","2025-26","FanDuel",700.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746.327102803738,NA,NA,NA,74.6327102803738,2025-08-09
"96","Tucker Kraft","GB","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yr6nj1zqaqg6nbdnxu3q","2025-26","FanDuel",650.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.056074766355,NA,NA,NA,69.3056074766355,2025-08-09
"97","Dalton Kincaid","BUF","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zwkeaiecuyafkidllebz","2025-26","FanDuel",575.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14953271028,NA,NA,NA,61.314953271028,2025-08-09
"98","Colston Loveland","CHI","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tyjb6vfug7gaunvcune3","2025-26","FanDuel",550.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.514018691589,NA,NA,NA,58.6514018691589,2025-08-09
"99","Jake Ferguson","DAL","TE","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ebdz1yf8ky2mscdvyv1v","2025-26","FanDuel",550.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.514018691589,NA,NA,NA,58.6514018691589,2025-08-09
"100","Rashod Bateman","BAL","WR","https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkcapzvd65fxivefjv8l","2025-26","FanDuel",550.5,-114,-114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.514018691589,NA,NA,NA,58.6514018691589,2025-08-09
